id;category;model;time_total;time_read;time_write;input_tokens;output_tokens;tps_read;tps_write;question;model_answer;ground_truth;context_snippet;score
1503;Reasoning & Synthesis;gemini-3-flash-preview;25.83;0.0;0.0;790;7;0.0;0.27;Wie viele Timeouts hat ein Team noch, wenn eine Challenge erfolgreich war?;Dazu habe ich keine Informationen.;Nur wenn eine Challenge erfolglos war, wird ein Timeout abgezogen. Wenn eine Challenge erfolgreich war, bleibt die Anzahl der Timeouts gleich.;"SECTION 1 INITIATING A REPLAY REVIEW
ARTICLE 1. CO...";0.0
1901;Out-of-Domain;gpt-5-mini;7.386;0.0;0.0;478;16;0.0;2.17;Wie oft müssen die Schiedsrichter laut Regelwerk zum Augenarzt für einen Sehtest?;Dazu habe ich keine Informationen.;Dazu habe ich keine Informationen.;"SECTION 1 OFFICIALS
ARTICLE 1. GAME OFFICIALS. The...";1.0
802;Reasoning & Synthesis;gpt-5-mini;1.383;0.0;0.0;2364;16;0.0;11.57;Was bedeutet es, dass ein Spieler sich re-etablieren muss, nachdem er out of bounds gelaufen ist?;Dazu habe ich keine Informationen.;Er muss sich 're-establish'en. Das heißt, er muss mit beiden Füßen (oder einem Körperteil) wieder im Spielfeld landen, bevor er legal den Ball berühren darf.;"SECTION 1 FORWARD PASS
ARTICLE 1. DEFINITION. It i...";0.0
402;Out-of-Domain;gpt-5-mini;1.313;0.0;0.0;2030;16;0.0;12.18;Wie lange darf die Werbeunterbrechung beim 'Two-Minute Warning' maximal dauern?;Dazu habe ich keine Informationen.;Dazu habe ich keine Informationen.;"SECTION 5 TIMEOUTS
ARTICLE 1. CHARGED TEAM TIMEOUT...";1.0
1210;Out-of-Domain;llama3.1:8b;0.327;0.191;0.063;1914;8;10029.9;127.99;Muss ein Spieler nach einer Disqualifikation wegen unsportlichen Verhaltens sofort ein TV-Interview geben?;Dazu habe ich keine Informationen.;Dazu habe ich keine Informationen.;"SECTION 3 UNSPORTSMANLIKE CONDUCT
ARTICLE 1. PROHI...";1.0
302;Reasoning & Synthesis;gpt-5-mini;6.036;0.0;0.0;1764;16;0.0;2.65;Der Ball wird bei einem Kickoff gekickt. Ein Spieler berührt den Ball in dem Versuch, ihn zu fangen. Gilt das als Fumble?;Dazu habe ich keine Informationen.;Nein, das ist ein 'Muff'. Ein Fumble setzt voraus, dass der Spieler vorher im Ballbesitz war. Ein Muff ist das Berühren eines freien Balls, wodurch dieser weiter frei bleibt.;"SECTION 2 THE BALL AND POSSESSION OF THE BALL
ARTI...";0.0
108;Out-of-Domain;gemini-3-flash-preview;11.876;0.0;0.0;726;7;0.0;0.59;Wie hoch muss der Zaun um das Stadion sein, damit keine Fans auf das Feld laufen?;Dazu habe ich keine Informationen.;Dazu habe ich keine Informationen.;"SECTION 1 DIMENSIONS
ARTICLE 1. PLAYING LINES. The...";1.0
105;Information Retrieval;gemini-3-flash-preview;16.165;0.0;0.0;416;17;0.0;1.05;Wie hoch muss die Querstange des Torpfostens über dem Boden sein?;Die Oberkante der Crossbar befindet sich 10 feet über dem Boden.;Die Oberkante der Querstange muss 10 Fuß über dem Boden sein.;"SECTION 3 GOAL
ARTICLE 1. CROSSBAR. In the plane o...";1.0
1106;Reasoning & Synthesis;gpt-5-mini;6.349;0.0;0.0;460;16;0.0;2.52;Muss der Ball den Boden der Endzone oder einen Pylonen berühren, damit es ein Touchdown ist?;Dazu habe ich keine Informationen.;Nein, nicht zwingend. Wenn der Spieler den Ball trägt, reicht das Durchbrechen der Linie (Airborne). Nur bei einem Loose Ball (z.B. Fumble Recovery in der Endzone) muss der Ballbesitz in der Endzone gesichert werden.;"SECTION 2 TOUCHDOWN
ARTICLE 1. TOUCHDOWN PLAYS. A ...";0.0
802;Reasoning & Synthesis;llama3.1:8b;0.4;0.22;0.056;2383;8;10838.54;143.22;Was bedeutet es, dass ein Spieler sich re-etablieren muss, nachdem er out of bounds gelaufen ist?;Dazu habe ich keine Informationen.;Er muss sich 're-establish'en. Das heißt, er muss mit beiden Füßen (oder einem Körperteil) wieder im Spielfeld landen, bevor er legal den Ball berühren darf.;"SECTION 1 FORWARD PASS
ARTICLE 1. DEFINITION. It i...";0.0
205;Information Retrieval;llama3.3:70b;24.232;0.845;0.751;478;23;565.82;30.63;Welche Farbe muss der Ball haben?;Der Ball muss eine natürliche, tannenbraune Farbe (natural tan color) haben.;Er muss eine natürliche Bräunung haben.;"SECTION 1 DIMENSIONS
The ball must be a “Wilson,” ...";1.0
520;Out-of-Domain;llama3.1:8b;0.276;0.086;0.071;1053;8;12276.07;112.58;Wie hoch ist das Mindestgehalt für einen Rookie-Spieler laut Regelwerk?;Dazu habe ich keine Informationen.;Dazu habe ich keine Informationen.;"SECTION 1 PLAYERS
ARTICLE 1. NUMBER OF PLAYERS. Th...";1.0
1107;Reasoning & Synthesis;llama3.1:8b;0.611;0.141;0.35;874;54;6213.0;154.1;Kann man durch eine Strafe Punkte bekommen?;Ja, das ist möglich. Laut Artikel 1 (a) wird ein Safety ausgelöst, wenn die Offense einen Fouls begeht hinter ihrer eigenen Goal Line und die Defense entscheidet, den Strafpunkt an diesem Ort zu setzen.;Ja, aber nur bei einem Safety (wenn das Foul in der eigenen Endzone der Offense passiert). Man bekommt keine Touchdowns durch Strafen zugesprochen.;"SECTION 5 SAFETY
ARTICLE 1. SAFETY. It is a safety...";1.0
815;Out-of-Domain;llama3.1:8b;0.417;0.075;0.052;805;8;10737.86;153.45;Wie viel Dezibel Lärm dürfen die Fans im Stadion verursachen, bevor der Quarterback sich beschweren darf?;Dazu habe ich keine Informationen.;Dazu habe ich keine Informationen.;"SECTION 2 INTENTIONAL GROUNDING
ARTICLE 1. DEFINIT...";1.0
301;Reasoning & Synthesis;gemini-3-flash-preview;34.789;0.0;0.0;1770;232;0.0;6.67;Ab wann gilt ein Ball als gefangen?;"Ein Catch erfolgt, wenn ein Spieler inbounds Possession eines Passes, Kicks oder Fumbles erlangt, der sich in flight befindet. Um Possession zu erlangen, muss der Spieler:

(a) die vollständige Kontrolle über den Ball mit seinen Händen oder Armen haben;
(b) beide Füße oder einen anderen Körperteil (außer den Händen) vollständig auf dem Boden inbounds haben; und
(c) nach Erfüllung von (a) und (b) eine für das Spiel übliche Aktion ausführen (z. B. den Ball nach vorne strecken, einen zusätzlichen Schritt machen, den Ball verstauen und das Feld hochlaufen oder einem Gegner ausweichen). 

Es ist nicht zwingend erforderlich, dass er eine solche Aktion tatsächlich ausführt, sofern er die Kontrolle über den Ball lange genug behält, um dazu in der Lage zu sein. Wenn ein Spieler die ersten beiden Anforderungen erfüllt, aber vor der dritten Anforderung den Boden berührt und die Kontrolle verliert, gilt der Ball nicht als gefangen, falls er den Boden berührt, bevor die Kontrolle wiedererlangt wird.";Ein Spieler muss den Ball mit den Händen oder Armen Kontrollieren und mit beiden Füßen den Boden Berühren. Wenn diese beiden Punkte erfüllt sind muss der Ball lange genug im Besitz bleiben um einen 'act common to the game' ausführen zu können, unabhängig davon ob die Aktion ausgeführt werden kann (z. B. den Ball wegstecken, ausweichen, den Ball vorstrecken), damit der Catch vollständig ist. ;"SECTION 2 THE BALL AND POSSESSION OF THE BALL
ARTI...";1.0
1503;Reasoning & Synthesis;llama3.3:70b;22.935;1.014;0.39;789;8;778.34;20.51;Wie viele Timeouts hat ein Team noch, wenn eine Challenge erfolgreich war?;Dazu habe ich keine Informationen.;Nur wenn eine Challenge erfolglos war, wird ein Timeout abgezogen. Wenn eine Challenge erfolgreich war, bleibt die Anzahl der Timeouts gleich.;"SECTION 1 INITIATING A REPLAY REVIEW
ARTICLE 1. CO...";0.0
1101;Information Retrieval;llama3.3:70b;0.751;0.159;0.477;408;13;2561.92;27.27;Gibt ein Touchdown 7 Punkte?;Nein, ein Touchdown gibt 6 Punkte.;Nein. Ein Touchdown zählt 6 Punkte. Der 7. Punkt (Extrapunkt/PAT) ist ein separater Spielzug (Try), der nach dem Touchdown gespielt wird.;"SECTION 1 VALUE OF SCORES
ARTICLE 1. WINNING TEAM....";1.0
706;Regulatory Constraints;llama3.3:70b;6.825;0.272;6.419;517;200;1899.46;31.16;Was ist eine illegale Formation der Offense?;"Eine illegale Formation der Offense liegt vor, wenn die Offense nicht den Anforderungen von Artikel 1 des SECTION 5 POSITION OF PLAYERS AT THE SNAP entspricht. Dazu gehören unter anderem:

- Weniger als sieben Spieler auf der Line of Scrimmage,
- Keine Eligible Receiver auf beiden Enden der Line,
- Spieler, die weder eindeutig auf noch eindeutig hinter der Line of Scrimmage stehen, es sei denn, sie sind direkt hinter dem Snapper und erfüllen bestimmte Bedingungen,
- Spieler in eligible Positionen, die keine eligible Nummer tragen, es sei denn, sie haben entsprechend gemeldet.

Die genaue Definition umfasst alle Aspekte, die in den Abschnitten (a) bis (e) von Artikel 1 beschrieben sind. Die Strafe für eine illegale Formation beträgt fünf Yards Verlust."; Eine illegale Formation der Offense liegt vor, wenn die Offense nicht mindestens sieben Spieler in der Line hat, wenn nicht beide Enden der Line von einem berechtigten Receiver besetzt sind, wenn ein Spieler out of bounds ist, wenn mehr als ein Spieler weder klar on noch klar off der Line of Scrimmage positioniert ist (außer dem Snapper), oder wenn Spieler in berechtigten Positionen keine berechtigte Nummer tragen (außer sie haben sich gemeldet).;"SECTION 5 POSITION OF PLAYERS AT THE SNAP
ARTICLE ...";1.0
201;Information Retrieval;gemini-3-flash-preview;16.87;0.0;0.0;458;18;0.0;1.07;Welcher Luftdruck ist für den Spielball vorgeschrieben?;Der vorgeschriebene Luftdruck beträgt 12½ bis 13½ pounds.;Der Ball muss auf 12 ½ bis 13 ½ Pfund (psi) aufgepumpt sein.;"SECTION 1 DIMENSIONS
The ball must be a “Wilson,” ...";1.0
602;Reasoning & Synthesis;llama3.1:8b;5.593;0.482;0.716;3119;103;6473.57;143.77;Was passiert, wenn der Ball beim Kickoff vom Kicking Tee fällt?;Wenn der Ball beim Kickoff vom Kicking-Tee fällt, wird das Spiel gestoppt und die Zeitmessung wird ohne Strafzeichen für den Kicking-Team neu gestartet. Wenn der Ball ein zweites Mal während des gleichen Free-Kick-Downs vom Tee fällt, muss der Kicking-Team den Ball mit einem festen Halterschlag (Kickoff oder Safety Kick) oder mit einem Hüter (Onside Kick) abwerfen.;Das Spiel wird sofort unterbrochen, bevor ein Spielzug entstehen kann. Der Kickoff wird wiederholt. Falls der Ball ein zweites Mal während desselben Kickoff-Downs vom Tee fällt, muss der Kicker den Ball mit einem Holder kicken.;"SECTION 1 PROCEDURES FOR A FREE KICK
ARTICLE 1. FR...";1.0
610;Out-of-Domain;llama3.1:8b;0.463;0.256;0.074;3124;8;12190.06;108.46;Dürfen Cheerleader das Feld betreten, während der Kicker sich beim Timeout aufwärmt?;Dazu habe ich keine Informationen.;Dazu habe ich keine Informationen.;"SECTION 1 PROCEDURES FOR A FREE KICK
ARTICLE 1. FR...";1.0
806;Regulatory Constraints;llama3.3:70b;30.227;2.146;2.165;2380;64;1108.99;29.56;Wenn ein nicht fangberechtigter Spieler fängt den Ball. Welche Strafe entsteht?;Die Strafe für illegales Berühren eines Forward Passes durch einen ursprünglich nicht berechtigten offensiven Spieler beträgt: Verlust von fünf Yards vom vorherigen Punkt. Wenn ein solcher Pass gefangen wird, ist es ein Live-Ball.;Illegal Touching. Die Strafe beträgt 5 Yards und beinhaltet einen 'Loss of Down'.;"SECTION 1 FORWARD PASS
ARTICLE 1. DEFINITION. It i...";1.0
603;Reasoning & Synthesis;gpt-5-mini;3.517;0.0;0.0;2019;113;0.0;32.13;Was passiert, wenn der Ball beim Kickoff out of bounds landet?;"Die empfangende Mannschaft kann wählen, den Ball an einer der folgenden Stellen in Ballbesitz zu nehmen:

- 25 Yards von der Stelle des Kicks entfernt am inbounds line auf der Seite des Spielfelds, wo der Ball out of bounds ging, oder
- am Out-of-bounds-Punkt, oder
- an der Stelle, wo der Ball landete oder berührt wurde, falls dies vor der vorderen Kante der Landing Zone geschah und weniger als 25 Yards sind.";Das ist ein Foul. Wenn ein Kickoff oder Onside Kick versucht wurde darf die Offense wählen ob: der Ball am Spot des Fouls, oder 25 Yards vor dem Kick-Punkt. Wenn ein Saftey Kick versucht wurde sind es 30 Yards.;"SECTION 2 OTHER FREE KICK FOULS
ARTICLE 1. BLOCKIN...";1.0
1104;Regulatory Constraints;gpt-5-mini;6.291;0.0;0.0;1285;16;0.0;2.54;Kann ein Punter auch ein Fieldgoal schießen?;Dazu habe ich keine Informationen.;Ja, solange der Ball regelkonform gekickt wird (Placekick oder Dropkick). Die Position des Spielers ist egal, die Technik zählt.;"SECTION 4 FIELD GOAL
ARTICLE 1. SUCCESSFUL FIELD G...";0.0
1107;Reasoning & Synthesis;gemini-3-flash-preview;4.809;0.0;0.0;854;74;0.0;15.39;Kann man durch eine Strafe Punkte bekommen?;Ja. Es ist ein Safety, wenn die Offense hinter ihrer eigenen Goal Line ein Foul begeht und die Defense sich entscheidet, die Strafe an diesem Punkt durchzusetzen. Zudem ist es ein Safety, wenn ein Spieler des Teams, das den Ball abgefangen, gefangen oder erobert hat, ein Live Ball Foul in der End Zone begeht.;Ja, aber nur bei einem Safety (wenn das Foul in der eigenen Endzone der Offense passiert). Man bekommt keine Touchdowns durch Strafen zugesprochen.;"SECTION 5 SAFETY
ARTICLE 1. SAFETY. It is a safety...";0.5
704;Regulatory Constraints;gpt-5-mini;5.323;0.0;0.0;2035;16;0.0;3.01;Kann nur ein Defensive-Spieler im Offside sein?;Dazu habe ich keine Informationen.;Nein. Auch Offense-Spieler können im Offside sein, wenn sie Körperteile in der Neutral Zone haben (Lined up in the neutral zone).;"SECTION 4 ACTION AT OR BEFORE THE SNAP
ARTICLE 1. ...";0.0
602;Reasoning & Synthesis;gpt-5-mini;2.248;0.0;0.0;3096;97;0.0;43.14;Was passiert, wenn der Ball beim Kickoff vom Kicking Tee fällt?;Wenn der Ball vom Kickoff-Kicking-Tee fällt, müssen die Covering Officials das Spiel stoppen und den Timing-Prozess ohne Strafe für das kicking team neu starten. Wenn der Ball während desselben free kick downs ein zweites Mal vom Tee fällt, muss das kicking team ihn beim nächsten Versuch mit der Verwendung eines designated holders beim kickoff oder safety kick, bzw. mit einem holder bei einem onside kick, vom Tee kicken.;Das Spiel wird sofort unterbrochen, bevor ein Spielzug entstehen kann. Der Kickoff wird wiederholt. Falls der Ball ein zweites Mal während desselben Kickoff-Downs vom Tee fällt, muss der Kicker den Ball mit einem Holder kicken.;"SECTION 1 PROCEDURES FOR A FREE KICK
ARTICLE 1. FR...";1.0
306;Information Retrieval;gemini-3-flash-preview;23.855;0.0;0.0;615;44;0.0;1.84;Was ist die 'Neutral Zone'?;Die Neutral Zone ist der Raum zwischen den vorderen und hinteren Punkten des Balls (Ebenen) und erstreckt sich bis zu den Seitenlinien. Sie beginnt, wenn der Ball ready for play ist.;Das ist der Raum zwischen der vorderen und hinteren Spitze des Balls, wenn er vor dem Snap auf dem Boden liegt. Sie erstreckt sich über die gesamte Breite des Feldes.;"SECTION 18 LINE OF SCRIMMAGE, NEUTRAL ZONE
ARTICLE...";1.0
201;Information Retrieval;gpt-5-mini;10.922;0.0;0.0;447;16;0.0;1.46;Welcher Luftdruck ist für den Spielball vorgeschrieben?;Dazu habe ich keine Informationen.;Der Ball muss auf 12 ½ bis 13 ½ Pfund (psi) aufgepumpt sein.;"SECTION 1 DIMENSIONS
The ball must be a “Wilson,” ...";0.0
304;Reasoning & Synthesis;gemini-3-flash-preview;35.778;0.0;0.0;860;28;0.0;0.78;Ab wann wird ein Passing Play ein Running Play?;Ein Passing Play wird in dem Moment zu einem Running Play, in dem ein Forward Pass von einem Spieler eines der beiden Teams gefangen wird.;Ein Passing Play wird zu einem Running Play, sobald der Vorwärtspass erfolgreich gefangen wurde.;"SECTION 24 PLAYS
ARTICLE 1. FREE KICK PLAY. A free...";1.0
601;Regulatory Constraints;llama3.1:8b;0.82;0.263;0.435;3112;55;11841.73;126.41;Wann darf ein Kicking Tee verwendet werden?;Ein Kicking Tee kann während eines Free-Kicks verwendet werden. Der Tee muss jedoch so platziert sein, dass der Ball nicht mehr als einen Zoll über dem Boden liegt. Außerdem darf der Tee nach dem Platzieren des Balls nicht bewegt werden.;Ein Kicking Tee darf nur bei einem Free Kick verwendet werden. Der Free Kick umfasst Kickoffs, Safety Kicks und Onside Kicks.;"SECTION 1 PROCEDURES FOR A FREE KICK
ARTICLE 1. FR...";0.5
401;Information Retrieval;gemini-3-flash-preview;71.838;0.0;0.0;2077;13;0.0;0.18;Wie viele Timeouts hat jedes Team im Spiel?;Einem Team sind drei charged team timeouts während jeder Halbzeit erlaubt.;Jedes Team hat 3 Timeouts pro Halbzeit, also theoretisch 6 pro Spiel.;"SECTION 5 TIMEOUTS
ARTICLE 1. CHARGED TEAM TIMEOUT...";1.0
703;Information Retrieval;llama3.3:70b;20.234;1.985;2.535;2055;77;1035.5;30.37;Was bedeutet Offside?;Ein Spieler ist offside, wenn irgendein Teil seines Körpers sich in oder jenseits der neutralen Zone oder jenseits einer Einschränkungslinie für einen Onside-Kick befindet, wenn der Ball ins Spiel gebracht wird. Die Strafe dafür beträgt 5 Yards Verlust vom Snap-Punkt aus.;Ein Spieler befindet sich beim Snap in oder jenseits der Neutral Zone.;"SECTION 4 ACTION AT OR BEFORE THE SNAP
ARTICLE 1. ...";1.0
305;Reasoning & Synthesis;gpt-5-mini;7.047;0.0;0.0;1759;73;0.0;10.36;Zwei gegnerische Spieler springen hoch, fangen den Ball gleichzeitig und landen beide sicher im Feld. Wessen Ball ist es?;Wenn zwei Gegner den Ball gleichzeitig kontrollieren und beide ihn behalten (simultane possession), gehört der Ball dem Team, das zuletzt in Ballbesitz war. Wenn zuletzt kein Team Besitz hatte (z. B. bei einem Free Kick, Scrimmage Kick oder Fair Catch Kick), gehört der Ball dem Empfangsteam.;Das nennt sich 'Simultaneous Possession'. Der Ball gehört dem Team, das zuletzt im Ballbesitz war (Offense), oder bei einem Kick dem empfangenden Team (Receiving Team).;"SECTION 2 THE BALL AND POSSESSION OF THE BALL
ARTI...";1.0
1801;Out-of-Domain;gpt-5-mini;1.285;0.0;0.0;532;16;0.0;12.45;Muss ein Teamkapitän mindestens 5 Jahre im Verein sein, um den goldenen Stern auf dem Trikot zu tragen?;Dazu habe ich keine Informationen.;Dazu habe ich keine Informationen.;"SECTION 1 GUIDELINES FOR CAPTAINS
ARTICLE 1. NUMBE...";1.0
901;Out-of-Domain;gemini-3-flash-preview;3.653;0.0;0.0;1557;7;0.0;1.92;Darf ein Spieler Werbung für seine eigene Modemarke auf den Handschuhen tragen, um Gegner zu blocken?;Dazu habe ich keine Informationen.;Dazu habe ich keine Informationen.;"SECTION 1 KICK FROM SCRIMMAGE
ARTICLE 1. KICK ON O...";1.0
206;Out-of-Domain;llama3.3:70b;1.202;0.06;1.027;493;31;8162.15;30.19;Von welcher Marke muss der offizielle Spielball hergestellt sein und wie teuer ist er?;"Der offizielle Spielball muss von ""Wilson"" hergestellt sein. Dazu habe ich keine Informationen, was den Preis betrifft.";Dazu habe ich keine Informationen.;"SECTION 1 DIMENSIONS
The ball must be a “Wilson,” ...";1.0
302;Reasoning & Synthesis;gemini-3-flash-preview;49.029;0.0;0.0;1793;65;0.0;1.33;Der Ball wird bei einem Kickoff gekickt. Ein Spieler berührt den Ball in dem Versuch, ihn zu fangen. Gilt das als Fumble?;Nein. Das Berühren eines Loose Ball (ein gekickter Ball) durch einen Spieler bei einem erfolglosen Versuch, Besitz zu erlangen, ist ein Muff (Article 6). Ein Fumble setzt voraus, dass der Ball im Besitz eines Spielers war, als die Aktion geschah (Article 5).;Nein, das ist ein 'Muff'. Ein Fumble setzt voraus, dass der Spieler vorher im Ballbesitz war. Ein Muff ist das Berühren eines freien Balls, wodurch dieser weiter frei bleibt.;"SECTION 2 THE BALL AND POSSESSION OF THE BALL
ARTI...";1.0
